1	0.27971987591849434
2	0.17268006834718916
3	0.10973434605532223
4	0.08130546493662728
5	0.058881273286210165
6	0.04353077564802435
7	0.027503846109741263
8	0.022903939709067345
9	0.01889891467160649
10	0.029837195658021502
11	0.014432071035520898
12	0.018288556952029467
13	0.018126335460692644
14	0.014437364879995584
15	0.018290260082317725
16	0.015522275740901629
17	0.01318335212353203
18	0.012072517277879847
19	0.018639080329901643
20	0.01546699833124876
21	0.013249286502185795
22	0.01697456505563524
23	0.011689958680007193
24	0.012686482320229212
25	0.015355782997277048
26	0.015230894787237048
27	0.016293673051728144
28	0.012755797813749976
29	0.015057715069916513
30	0.01361688133329153
31	0.013369570563857755
32	0.013040706360091766
33	0.011802527225679822
34	0.010734430669496456
35	0.00898969318303797
36	0.01530862713439597
37	0.009127362527781062
38	0.011478110320038266
39	0.012273818409691254
40	0.012556853445453776
41	0.012967176787141297
42	0.015339370403024886
43	0.01595347747206688
44	0.009197128833168082
45	0.010913696812672747
46	0.014859956378738085
47	0.009346183803346422
48	0.012919718296163611
49	0.013374980590823624
50	0.009405256662931707
